id,smile,gap,Lumo(ev),Wavelength(nm)
d5020d9fa4f93c9094e55ea8a37390e7,C/C=C/[C]1C[CH][CH][CH]1,1.81633425,-3.15702022,1096.11
538d6a7e573433c09486de09c0d9f5b7,CC12C3C1C2C=CC3,3.00790394,-1.10449449,580.19
86156a21b66a3f119a923a579c1f10b5,C/C=C/C(C=C)OC,6.64873574,0.23972891,207.83
a0024bb866893c53a069c345d5e7676d,C1[C@@H]([C@H](OC1O)CO)O,8.24792621,1.12544696,174.79
38913a2e0e063cfd9bbb7c4883c8e1aa,C/C=C/[C@@H](C)CC#C,7.01417947,0.56245137,183.26
ee1d117deda838088e8ad7e6cb9b5b74,C1C[C@@H]1/C=C/[C@H](C)O,6.61281722,0.09632694,205.95
c70e149f1e7c33b4a4ecfad4a08293f9,C1C[C@@H](CC=C1)CO,7.23023481,1.01306553,176.65
64dd35e008f93495bae3cea2939be668,C[C@@H]([C@H]1C[C@H]1OC)O,7.56329745,1.53007453,189.49
6e12ffbac66e3bbb81fe3079a0120c7e,C=C(CC(=O)O)C1CC1,6.13771316,-0.62285979,253.68
3754fa69d09131e59e953a7197914d34,C/C/C=C/C(F)(F)F,6.85336246,-0.76435699,177.71
ee111a08987c3548a8062806e199c697,C/C=C/O/C=C/C(C)C,5.89798425,0.55183908,220.49
b83306ee91763e2c89046e5d7dfd0c4d,C/C(=C/C(C)(C)C)/[O-],5.26396795,6.36574134,279.16
db876fb3433c3f158c13ff13591cc71c,C/C=C/CC(C(=O)C)O,5.703425599999999,-0.81115991,314.36
94a5facf0a233b9a96714eebd1a10f72,C[C@H]([C@@](C)(CO)O)O,8.07241526,1.27048159,177.59
ca85f0806e683072892dc2c9e479b906,C1C2=CC(=CC=C2)CO1,2.43565661,-2.857155,952.01
f806a631e42237efb2e2416d21e83cb1,C/C=C/OCC(CO)O,6.67676307,1.02912002,203.83
c97d5eb3e7c836e4b4879125ffcb5d4d,C[C@H]1[C@@](O1)(C)[C@@H](C)O,8.06996627,1.29959736,178.16
92c600ef7fd031d0ae2b376ec75818df,C=C(O)OC1=CC=CC=C1,5.70097661,-0.16108912,250.3
461af729a6433631a79c2c236eef3fa9,C#CO[C@H]1CCCC=C1,6.84438283,0.28789238,206.6
d4b1cb9a75db3924a96f7d1b9ca00cd9,C[C@@H]([C@](C)(CO)O)O,7.69690346,1.05143304,187.25
17b6a3b6703e3d9cbd5497b7e653d6e0,C/C(=C/F)/C(=O)OC,5.8476439000000004,-1.49687711,286.21
14ecb4d506263a6397b27a2005cb2f38,C/C=C/OC1CCCO1,6.89635584,1.23483518,181.83
a6c2265270733a8d84f727a046185989,C1[C@@H]2[C@@H](CC2=O)[C@@H]3[C@H]1O3,5.62560214,-0.84136412,317.56
0d565f2a811a3d009b02f70e176f4f45,CO[C@H]1C=CC2[C@H]3C1C32,3.40083078,-1.00027636,483.82
408a9c5d204734d8a52786813b4bdda2,C[C@H]([C@@H]1CCOC1=O)O,6.69091279,-0.61088695,254.91
ca538f2d334f357ba71b13102e70d4c1,C1[C@@H]([C@H](O[C@H]1O)CO)O,8.24710988,1.12490274,174.81
2adb5714605b3ba7ab97c2ae662199f5,CC[C@](C)(C#CC(=O)O)O,5.72709917,-1.61279597,298.79
7914b43e46913fd1abfc1f650a5a9c70,C1C[C@H]([C@@H](C1)O)CO,8.32302857,1.74721831,176.18
de016735a38e3f0e8a32b8043b6e330b,C=COC(C1=CC=CO1)O,6.33363236,0.06394585,220.17
0871560827d63264b33897589103d5f5,C[C@@H]1C[C@H](C(=O)C1)OC,5.24138282,-1.00326957,343.71
054a177fafdd3533aa29c1fe37ec770d,C/C=C/O/C=C/C,5.71131679,0.27292633,230.46
8810cda83ac73a7cb01175fdb75d0aa1,C/C=C/[C@@H]([C@H](CO)O)O,6.50288478,0.19891241,211.09
32d28e7065a130aca0f5f9b422e083a3,C1C/C(=C/O)/CCC1=O,5.5374385,-0.39836904,304.08
9aa18596261037df83e1b2c3c70c5625,CC[C@H](C)[C@@H](C(=O)O)O,6.43648994,-0.8108878,265.82
825a149b30ec3de1a698ed014c5698c2,CCC=O,6.00628403,-0.8380988000000001,308.03
9e251fe687db36fbbc096d4f58292aec,C/C/1C#CCC1=C,4.69308117,-1.84844323,354.35
8fe313e93e5b3a8681050bc7f48dd0a8,C/C=C/C1CCOCO1,6.68492637,0.3619063,199.75
30c9d1bbc1d83adab0e4f793a31340e0,C=C[C@@]1(C=CCC=C1)O,6.62560639,0.0653064,213.62
c1af003425633ab297bccc3d979bd937,C/C(=C/C(=O)[O-])/OC,3.58069549,4.55267241,522.45
a5456c4992a83ac9bb73b866f34260f1,C=COCC1CCCO1,6.91349877,0.85279274,188.2
851b988df6da3db59cfa4af67fc34cd6,CC#C/C=C/CCCO,5.67675882,-0.27374266,233.02
e72b6b61d21b3adf8a885c54dd2ce1e6,C[C@@H](CO)[C@@H](C)CO,8.39268873,1.4557885,173.32
4729241c173e3494ba70f053ee606840,C[C@@H]1[C@H](O1)[C@@H](CC=C)O,6.870777499999999,0.15537481,198.58
b20e3ec29cd33d8594554e3d7b1deb38,C/C=C/[C@H](C)/C=C/CO,6.63866767,0.25904872,212.04
f213bbcc1ecb3a74a99901d635f6456e,C1C=C(OC1(CO)O)C=CF,4.9605653,-0.9496639000000001,260.11
3c69191bc843352b9d040e7efa62ad03,C1C/C=C/CCC=C1,6.67458619,0.51456001,207.92
ae9dbdcaf05a322b99ec994c4d943a88,CC[C@@H]1OC[C@H](O1)C,8.96711294,2.23783264,155.21
7831f611a0083c97a5988804f7c5ebb4,CCC[C@@]1(C[C@@H]1C)O,8.52683896,1.75565372,169.6
5d3a1987753e309eb111fe9410d337ea,C=C1[C@@H]2CC[C@H]1[C@@H]3[C@H]2O3,7.11676494,0.43918554,178.8
40d462ebe7483e0b9305bcb68565faec,C#C[C@@]1(CCC[C@@H]2[C@H]1O2)O,7.836767999999999,0.70775811,188.72
da88790d12df3a5ab86bbbb5bb9aeed3,CC#CC1=C(CCC1=C)C,5.05281059,-0.29768834,245.2
65c15848882530bb9511a03807ee8d1f,C=C[CH],2.45252743,-2.98531881,1402.17
a641f08689df3640bccdf12cf9a3f31c,C=C(F)F,7.561936900000001,0.10802767,151.24
1ad1f6146cfd3f8e8d4382f7494238cf,CCCC=C=CC(=O)C,4.30559653,-1.85089222,400.17
31e8bfd69b4a36b88c173445b0d7f8bc,C[C@H]1[C@@H]([C@H](CCO1)O)O,7.64384201,1.22422289,184.59
6f549eeaec4f306a86ff28a32c5f2c65,CC[C@@H](C)/C=C/O/C=C/C,5.86614738,0.53823358,222.09
d1955be5cd453bfe925b05f0ceeadcaf,CC1C=CC=CO1,4.88845615,-0.43102224,279.5
c9121262d8803368b660161607ef454c,C[C@H](CO)OC(C)CO,7.73962473,1.35537991,182.99
1e56e59554363ed39b07a15e09a3df67,CC#C[C@@H]([C@H](C)C=C)O,7.10588054,0.42340316,197.42
559161394cbe3c22a7ebc1e48fd96768,C#CCO[C@H]1CCC[C@@H]1O,7.82642782,0.96136463,188.82
2eefedc45f4839139f1b079e0a9aace1,CC[C@@H]([C@@](C)(CO)F)O,8.30806252,1.20054932,174.43
d14f7a59479b36e688917df1cd2f482a,C/C=C/[C@@](C)(CC=C)O,6.66370179,0.15700747,203.26
793182357a143055a156e1d7492d7a32,C1C2COCOC2(O1)OC,9.3279308,2.23701631,150.45
7cb40badb0de3ecd97c5e1b459213580,CCOOC=O,6.49499359,-0.91945969,257.27
c581493b5d923c11b23efe700b1b225a,CC/C=C/C(C)(CC)O,6.58478989,0.25333441,208.05
96b3ac68a0e233a5aeb1a70f820c2c79,CCOOCCCCCO,7.97255089,1.51728536,173.57
1974e54163b23df493081ff1c0a469c1,C/C=C/[C@H](C)[C@H](CO)O,6.7102326,0.62884621,196.72
13318d6346eb37e58a0915356d97217e,CC/C(=C/O)/C=C,5.44927486,0.10693923,237.25
78df240d3d48312798848557bb3fa31a,C[C@@H]1[C@@H]([C@H](C[C@H](O1)O)O)O,7.48356922,0.66558106,196.48
1a9828a204a4339ca31b98a54d90c306,C=C1C2C1CC(CC2)C=O,5.77526264,-0.99075251,315.54
642b770543d93243a09645bbc0e9ac05,CC[C@@H]1C(=O)C=C[C@@]1(C)O,4.89090514,-1.61116331,371.58
e7f38ad93f82347b81950fa02fbe4d3a,C[C@@H](CO)O,8.52547841,1.55048278,172.86
c77261bb45103f44be6e2b5da83390fd,C/C(=C/CCC=C)/CC#C,6.33281603,0.17278985,209.57
09514eb6a74233459443c4c36aff5473,C[C@H]1C[C@H]2CC[C@@H]1C2(F),9.68031325,1.88653863,142.46
f70e61b1f7893fc19ef88dd588e4f847,C#C[C@@]1(CCCC[C@H]1O)O,7.74942069,0.79945918,188.15
278c0a250df4375bbdd67545ad614038,C#C[C@@H](CC1=CC=CC=C1)O,6.50478955,-0.07020438,227.44
74f35f93e6ac39bb9aecd42459718483,CO[C@@H](CC=C)C[C@H]1CO1,6.94615197,0.32245035,201.37
3d353be336bb32ef9c470e10d69902c9,C/C=C/[C@H]1C[C@H]1CO,6.5632932,0.31211017,200.29
abcd89ab59763442a92da42712a476d8,CC(/C=C/C(=O)[O-])O,3.65933528,3.91539079,502.85
2cf02bdf1e5b39abb2468bb9d00b4646,CC[C@@H]1CCCC1C,10.07487275,2.02368207,135.95
78437a2747a137feb9d6cb03658303ef,C[C@@H]1[C@@H]2C[C@H](CC1=O)C=C2,5.85281399,-0.64598914,308.29
6a63a0bbbbb23ee0a5ac787a4d334560,C1C(O1)CCCOCC2CO2,8.851738300000001,1.85007589,159.81
f7b72951eb7a3f189d202d9ccde15c27,C[C@H]1CC(CCC1=O)C=C,5.86995692,-0.51918588,307.45
346da2f3ad2a3accb094f6e5e81640ae,C#C[C@@]1(CC(CC1)O)/C=C,6.86152576,0.12054473,198.26
72978bab9b123073b6d8d7cb941da4cd,CC#C[C@H]1CCCC[C@@H]1O,8.06833361,1.58123121,184.97
52640f7c2c0d377ca4669fae5e9fa6b1,C=C(OCF)F,7.14152695,0.45768902,167.55
cbe7fb674b8d3035ae7eb33e5d35ee0a,C=C[CH][CH]CO,2.30150638,-3.12028537,643.89
fd81f435a7ee3ab69fcff6d2b6a70125,C[C@@H]([C@@]1(CCOC1=O)C)O,6.75621919,-0.23945679999999997,250.5
331931ff93dc34ebaf8aa2bb1c857969,C1[C@H]([C@H](C[C@H]([C@H]1O)O)O)O,7.67459044,0.843541,182.65
bd5f3ed93c523f01a72a18abd0d2d9db,C=C[C@H](CCCC(=O)OC)O,6.6476473,-0.3074843,250.28
e9cb568756b03911a7fb9f792e5c10f3,C1C=C[C@H](C2[C@@H]1COC2)O,6.76302194,0.17959260000000002,201.38
57812a2d6d7f374c858fd55a191019c3,C=COOC=O,5.56165629,-1.06313377,261.04
2555e7b873443e6e86d814065d6ecc0e,CO[C@@H]1[C@H]([C@@H](CO[C@H]1O)O)O,8.51486612,1.63755798,166.71
2fc847781c543fb582a34b8ef710352c,C(C(CCOCCO)O)CO,7.75459078,1.25524343,183.72
1679be08e64138ac8733cd2a7520ae0c,C=CO,7.20247959,0.95428977,198.19
c5a508bc9aad31bda632379257694621,C/C/C/C=C/CC(=O)C,5.59567004,-0.67728179,309.67
c39df2b126c130c2937d31956b7b7312,CC(=[O+]COC)C,4.21824922,-7.80302636,370.21
f0e10a0cd0d835f8951c19c3b9e3e562,C=C/C(=C/F)/F,5.27675712,-1.23401885,231.17
497a7420417530999527bd7ebb49f8c4,C=C/C(=C/F)/OO,4.76110867,-0.85796283,280.78
7f39c0b07b2336bcb949b4a6fa8ca512,CC/C=C/C=C/CO,5.39621341,-0.49034222,227.09
64d37610d6e03cb49e34a102f72045a2,C[C@H]1[C@H]2CC[C@H](C2)C1=C,7.01934956,0.70231591,176.69
028280a897de361db8a9a86b2a392271,C/C=C/C(C)(C)C(C)O,6.78016487,0.41034188,188.4
b4d03686103739729fc72ea512e178e9,C[C@@H](/C=C/CCCC=C)O,6.775539,0.35292667,201.23
e4368d3945d53088808bc6663f85470d,C/C=C/[C@H]1CCCC(O1)C,6.71458636,0.36163419,211.02
5bcbc73e61fb3f0b91cc11818f0c6166,C1C=CCOC1C2=CCCO2,5.86614738,0.47728094,237.83
2c04a6d3d2113010a6a7c8a44b2a27c1,CCCOOCC,8.14506863,2.05007674,180.49
bee030e5740c326db6ddc5a8c45196e2,CC#C/C=C/OCCOCCOC,5.71512633,0.06394585,222.14
35cb00ad643233a69c9f8bd43fa2ced7,CC[C@@H]1[C@@H](C1C=C)CC,6.91349877,0.50993414,194.53
1af7c10c7ab6378b97a847533379056a,C=C/C=C/CC1CCCC1,5.23485218,-0.63837006,237.49
2c17753c0f2f3c39a54f567302392b1a,CC[C@](C)(C(=O)C)OC,5.54805079,-0.87564998,322.88
69ed1a739d12387f84cb752c3411c7b8,C1C[C@@H]2C[C@H]1CC[C@@H]2O,8.54942409,1.67565338,172.55
a9e262b9e7d536a4af2f886a11142dc9,C/C=C/CC(C)C(C)C,6.829961,0.55483229,182.15
79a3566c033e3280b4bdab2599873459,C1C[C@H]2[C@@H]3C[C@@H]3[C@@H]1CC2=O,5.86288206,-0.58394806,307.61
4c859b3415903a709706acb7a0600f87,CC[C@H]1CCC[C@H]1C(=O)O,6.83349843,-0.3673485,249.0
3a12d8b819bf3b6db400146687bba599,C=C1COC1=O,5.74043256,-2.14368258,294.13
076ac0d258303b7fa4b24e30098140ba,C/C/C(=C/C)/C=C/C,5.36492076,-0.22802818,234.64
c1471175dede3a5b852d2743b57d9303,C=COOF,6.72002856,-0.54285945,218.85
61cf8e47ac273ac88788eacc0bffa7ca,C[C@H]1[C@@H]2C[C@H]([C@@H]1C=C)C=C2,6.56302109,0.36816483,205.12
a9f70d2615cf3d22a02174a7407d050e,CCC/C(=C/C)/O,6.58016402,0.99946003,219.29
95b048c2aa2339ca91ddb54c128f5010,C/C=C/[C@@H]1CC[C@H]1C,6.87594759,0.70013903,183.26
a7e34bfc156f37fcb212372b216665dd,CC[C@]1(CCCCC1=O)O,5.72492229,-0.67238381,317.32
3af5a01e91a03118ab6d1478963ccd62,C[C@@H]([C@@]1(CO1)C)O,8.09500039,1.35102615,176.31
55629fea189232c89d3955b30ae73cf1,C1C/C=C/CCCC(=C1)O,5.84519491,0.49088644,238.48
4f229a5ba0413f18a885ff284b67ca72,C#C/C/1CCCCCC=C1,6.97826095,0.50993414,188.17
6413c84cd96b30febcac9579f270a845,C=C1OCOCO1,6.88792043,1.03347378,181.67
07d16460e05b3597b1404664b74d62bd,C1[C@@H]2[C@H]1[C@@H]([C@@H](C2)O)CCO,7.63921614,0.92762299,187.63
588904af3d1733e3bd9b8cbefe5c48a9,CC[C@]12CC[C@]1([C@H]2C)C,7.70778786,2.08790003,184.66
bc337ec336b4332a83a4fd37244896f5,C[C@@H]([C@@H]1CCCO1)OC(=O)C,6.50234056,-0.07836768,245.69
ef354f32f6fc31028f5a98b0c9ad9e96,C[C@@H]1[C@H]2CCC[C@@]2(OO1)C,7.46043987,1.68572145,206.45
c4fab7446bb33d88a39909362695e32a,C#CC[C@@H]1CCCC[C@H]1O,8.22425264,1.35211459,179.47
11aab6d5307639808425659e29031ec0,CC/C/C=C/C(=O)O,5.68002414,-1.52816976,296.49
da4f8216eda236a887627a78696df5fa,CC[C@]1(CCC[C@@H]1C)O,8.39785882,1.44626465,173.45
584cdcd03c983b71ad02912761397b1f,CO[C@@H]1C[C@H]([C@H](C1)CO)C,8.03459197,1.44327144,175.38
55711583eaa13d6c86c7997736eef731,CC1OCCC(=C)O1,6.66560656,0.81170413,185.23
cda44052230b3741b19ac93a31a026bc,CCOC(CC1CO1)OCC,8.976908900000002,1.89987202,155.06
2698050a01153df885aca4d3d28ea979,C/C=C/[C@H]([C@H](C)CO)O,6.83839641,0.75047938,191.23
1fa9ef718f1c395a8d0597b146949b5c,CC[C@@H]1[C@H](O1)CCCC=C,7.33744615,0.55809761,182.21
958ca5cae0393fbd810c31907b51f2bf,C/C/1=C/CC/C=C/OC1,6.25853,0.13795977,225.34
8b13f70812c83d9c9e9f8a6149ff0d59,C[C@@H]([C@@H](C(=O)O)O)O,6.27023073,-0.94558225,267.24
ee0f4e9bf62835b9926faab06230a556,CCO/C=C/OCC,6.59540218,1.44517621,200.24
4843c768d4373bfeb86fdf7f6f0d5bea,CCC/C=C/C=C=CC,3.75947176,-1.20463097,405.61
1d384734a4783236a675ec92fe723640,C=C/C=C/C1=CC=C1,2.25796878,-2.11946479,766.06
f9e721ee138d3bfa85397215e8a89006,CC#C[C@@H]([C@@H](C)C)O,7.95404741,1.11782788,191.38
f843dbcb2db33791bd30532efaf1a0ff,C=C[C@@H]1C=CCCC[C@H]1O,6.69091279,0.40381124,203.9
2bf3fc7d5b233026b19d21c43ea38ca8,C[C@@H](/C=C/C=C/C=O)O,4.58886304,-2.15456698,391.38
7cd25ee4799a3d66bcd68769987fd098,CC[C@@H]([C@H]1CCCC1=O)O,5.79077291,-0.62285979,310.55
9a387a6bb0213a7e9b413cb061ac1313,C[C@H]([C@H]1CC[C@]1(C)CO)O,7.84629185,0.96952793,183.96
c0fbbf9d9928329491326a39a75b028c,C=C/C/C=C/C=C/O,5.24872979,-0.07700713,244.6
a59f4a8e4acf38f89c9329362d4df01a,C=C[C@@H]1CCCC[C@H]1C=C,6.94451931,0.33088576,194.46
7ec1949b910935ac8b035678c31d579a,C[C@H]1CCCC(C(=O)C1)C,6.01471944,-0.39864115,298.49
bba634d245ba36ff8371f765922f2f91,C=C/C(=[C](O)O)/C=O,4.854442400000001,-1.19592345,368.81
d7699044964936658ea4a4c6e201e358,C[C@@H]1C[C@H]1CC[C@@H](C)C=C,7.13445209,0.46285911,182.19
7f56448644d9391da692201b0d60e6e8,C/C=C/C1OCC(O1)CO,6.67621885,0.17986471,211.12
7a1d56b03d57310b81e35daf0b1cbb0b,C1CCOC(C1)OCCCC=O,5.4394789,-1.12789595,315.15
dded42e2a55b34dba46b18ff28a9d2ed,C/C=C/OC1CCCCC1,6.68329371,1.16163759,188.11
dc640238f3ac3c0f8b2a8992ad44526d,C[C@@H]([C@@](C)(CO)F)O,8.18833412,0.84163623,177.58
22e605945d8d3bccb4a7dbfb94065c75,C=C(CC(=O)O)C(=O)O,5.42070331,-2.17470312,290.55
6d95038e82c33534a7b9b68165d865aa,CC(CCC=C(C)C)CCF,6.59540218,0.61959447,186.98
cefa4d174a183069b8ed6244470f65db,C=C[CH](O)OC(=O)O,6.90724024,-0.48870956,227.31
617da6f36a3b31b084fc15435fe599d5,C/C=C/[C@@H]([C@H](C)CO)O,6.78832817,0.55401596,197.64
3255de55d1ee39a080b1d3432b781cd8,C12[C@@H]([O+]1O)CC2=O,5.06505554,-7.62914807,364.64
97a4f45c2142378f92b9762beeee1d2a,C[C@@H]1C[C@H]2CCC[C@@H]2C=C1,7.009553599999999,0.70041114,178.61
583b828d7daf3c0089b11b281cee6a62,CC/C(=C/CC=C)/C=O,4.9333542999999995,-1.90803532,378.2
0735c475959d369da8a9116ca022f39c,C[C@H](C(=O)C)F,6.00682825,-0.91809914,301.88
14a04583c507361d80e1cf88d41ccc06,C/C=C/[C@@H]([C@@H](C)CC)O,6.89009731,0.29415091,201.25
64f53b216f0c37f9a24b37e69faf0454,C=C/C/C(=C/O)/C,5.92710002,0.45224682,243.72
0df939d9b3cd331f8c7d8ab1b64be3cc,C12[C@H]([C@H]1CC=O)O2,2.2966083999999998,-2.94858396,692.64
7eebbf0627b3305085838eab7854947f,C1[C@@H]2C[C@@H]3C[C@H]1[C@H](C2)[C@@H]3O,8.43921954,1.55048278,174.29
6b82980443213a37b34d2e55d6469808,CCC=CC[C@H]1C[C@@H](OC1)C,6.75050488,0.34530759,198.47
2b84a2beaed630919144125241325614,C(#CF)F,7.99377547,-0.15020472,183.3
6ad6d3f2911b3a5eabdddda992fc7b26,CC[C@@H]1[C@]2(O1)CCOC2=O,6.23921019,-0.96544628,268.72
2c3bda22b01c3bdeb3495478e2ed4eb6,C=CCCCC=CCCCC=C,6.64519831,0.46938975,199.84
993e47beb0313d218e258db1f692ef11,CC(/C=C/OC)C(=O)OC,5.42233597,-0.43564811,267.28
2b3dc172b0b83d8aa4bdcbb17f7bfc99,C=C(CO)C1=CC=CO1,4.93253797,-0.79945918,252.05
a5d5eaef67853fa7b8d964e05208c4c3,C[C@H]1[C@H]2[C@@H](O1)CCCCC2=O,5.76084081,-0.88190851,305.75
951aa4908d303e4a899a0128a5f186d7,C(CC/C=C/CCCO)CCO,6.67676307,0.38258666,191.39
fa963a8064dd39cbbfcb48a526020050,C/C=C/[C@@]1(CCCC[C@H]1O)O,6.90778446,0.43020591,203.11
